Year,Country,fertility,life,population,child_mortality,gdp,region
1987,United Kingdom,1.827,75.3,56753658,10.8,24551,Europe & Central Asia
1988,United Kingdom,1.827,75.41,56902081,10.4,25750,Europe & Central Asia
1989,United Kingdom,1.822,75.55,57058173,9.9,26279,Europe & Central Asia
1990,United Kingdom,1.813,75.89,57214474,9.3,26424,Europe & Central Asia
1991,United Kingdom,1.801,76.06,57369629,8.7,26017,Europe & Central Asia
1992,United Kingdom,1.789,76.46,57525459,8.2,26062,Europe & Central Asia
1993,United Kingdom,1.777,76.32,57681639,7.8,26688,Europe & Central Asia
1994,United Kingdom,1.766,76.88,57838596,7.4,27691,Europe & Central Asia
1995,United Kingdom,1.756,76.78,57997210,7.2,28317,Europe & Central Asia
1996,United Kingdom,1.743,77.05,58156871,7,28998,Europe & Central Asia
1997,United Kingdom,1.728,77.31,58318771,6.9,29662,Europe & Central Asia
1998,United Kingdom,1.71,77.45,58488026,6.8,30614,Europe & Central Asia
1999,United Kingdom,1.691,77.56,58671413,6.7,31474,Europe & Central Asia
2000,United Kingdom,1.675,78.04,58874117,6.6,32543,Europe & Central Asia
2001,United Kingdom,1.669,78.31,59097129,6.4,33282,Europe & Central Asia
2002,United Kingdom,1.674,78.43,59339971,6.3,33954,Europe & Central Asia
2003,United Kingdom,1.693,78.52,59604347,6.3,35250,Europe & Central Asia
2004,United Kingdom,1.723,79.1,59891788,6.1,35910,Europe & Central Asia
2005,United Kingdom,1.762,79.3,60202727,6,36665,Europe & Central Asia
2006,United Kingdom,1.803,79.53,60538143,5.9,37504,Europe & Central Asia
2007,United Kingdom,1.841,79.344,60896101,5.8,38164,Europe & Central Asia
2008,United Kingdom,1.871,79.499,61270318,5.6,37739,Europe & Central Asia
2009,United Kingdom,1.89,79.913,61652315,5.4,35840,Europe & Central Asia
2010,United Kingdom,1.899,80.085,62035570,5.2,36240,Europe & Central Asia
2011,United Kingdom,1.9,80.244,62417431,5,36549,Europe & Central Asia
2012,United Kingdom,1.896,80.396,62798099,4.8,36535,Europe & Central Asia
2013,United Kingdom,1.892,80.547,63177406,4.6,36908,Europe & Central Asia
1964,United States,3.222,70.33,197094531,27.7,20338,America
1965,United States,2.926,70.41,199452508,27.1,21361,America
1966,United States,2.714,70.43,201657141,26.4,22495,America
1967,United States,2.564,70.76,203717833,25.7,22803,America
1968,United States,2.467,70.42,205672498,24.9,23647,America
1969,United States,2.457,70.66,207573866,24.1,24147,America
1970,United States,2.461,70.92,209463865,23.3,23908,America
1971,United States,2.268,71.24,211355529,22.4,24350,America
1972,United States,2.008,71.34,213250350,21.5,25374,America
1973,United States,1.871,71.54,215164616,20.6,26567,America
1974,United States,1.827,72.08,217113584,19.7,26258,America
1975,United States,1.769,72.68,219108358,18.8,25934,America
1976,United States,1.739,72.99,221161377,17.9,27041,America
1977,United States,1.783,73.38,223274855,17.1,27990,America
1978,United States,1.747,73.58,225436004,16.3,29281,America
1979,United States,1.795,74.03,227624232,15.6,29951,America
1980,United States,1.821,73.93,229825004,15,29619,America
1981,United States,1.805,74.36,232035086,14.4,30070,America
1982,United States,1.814,74.65,234261242,13.9,29230,America
1983,United States,1.783,74.71,236510688,13.4,30185,America
1984,United States,1.792,74.81,238794274,13,32110,America
1985,United States,1.835,74.79,241119752,12.7,33065,America
1986,United States,1.835,74.87,243495805,12.4,33899,America
1987,United States,1.865,75.01,245920994,12.2,34787,America
1988,United States,1.922,75.02,248381577,11.9,35929,America
1989,United States,1.999,75.1,250857751,11.6,36830,America
1990,United States,2.069,75.4,253339097,11.2,37062,America
1991,United States,2.058,75.5,255807342,10.9,36543,America
1992,United States,2.043,75.8,258275919,10.5,37321,America
1993,United States,2.019,75.5,260803255,10.1,37844,America
1994,United States,2.003,75.7,263468980,9.8,38892,America
1995,United States,1.982,75.8,266323717,9.5,39476,America
1996,United States,1.98,76.1,269393632,9.2,40501,America
1997,United States,1.974,76.5,272643340,8.9,41812,America
1998,United States,2.003,76.7,275986072,8.7,43166,America
1999,United States,2.009,76.7,279300030,8.6,44673,America
2000,United States,2.054,76.8,282496310,8.4,45986,America
2001,United States,2.031,76.9,285544778,8.3,45978,America
2002,United States,2.024,76.9,288467308,8.2,46367,America
2003,United States,2.053,77.1,291290823,8.1,47260,America
2004,United States,2.058,77.5,294063120,8.1,48597,America
2005,United States,2.061,77.4,296820296,8,49762,America
2006,United States,2.112,77.7,299564470,7.9,50599,America
2007,United States,2.122,77.9,302284564,7.8,51011,America
2008,United States,2.074,77.8,304989064,7.7,50384,America
2009,United States,2.002,78.352,307686729,7.5,48558,America
2010,United States,1.928,78.507,310383948,7.4,49373,America
2011,United States,1.89704,78.654,313085380,7.2,49781,America
2012,United States,1.89704,78.797,315791284,7.1,50549,America
2013,United States,1.976,78.941,318497630,6.9,51282,America
1964,Uruguay,2.858,68.455,2664775,58.6,7644,America
1965,Uruguay,2.841,68.522,2693906,58,7606,America
1966,Uruguay,2.831,68.555,2722232,57.6,7746,America
1967,Uruguay,2.831,68.568,2749441,57.1,7315,America
1968,Uruguay,2.844,68.576,2774109,56.3,7324,America
1969,Uruguay,2.869,68.59,2794374,55.4,7668,America
1970,Uruguay,2.902,68.617,2809117,54.3,7934,America
1971,Uruguay,2.938,68.665,2817577,53.5,7849,America
1972,Uruguay,2.969,68.733,2820734,53.5,7563,America
1973,Uruguay,2.988,68.824,2821367,54.3,7606,America
1974,Uruguay,2.993,68.941,2823326,55.2,7831,America
1975,Uruguay,2.981,69.088,2829391,55.4,8284,America
1976,Uruguay,2.951,69.27,2840601,54.5,8567,America
1977,Uruguay,2.905,69.483,2856206,52.2,8612,America
1978,Uruguay,2.849,69.722,2874998,48.6,9012,America
1979,Uruguay,2.787,69.982,2894983,44.4,9513,America
1980,Uruguay,2.724,70.255,2914683,40,10034,America
1981,Uruguay,2.665,70.535,2933904,36.1,10169,America
1982,Uruguay,2.614,70.814,2953118,33.2,9147,America
1983,Uruguay,2.574,71.085,2972284,31.2,8556,America
1984,Uruguay,2.546,71.343,2991478,29.8,8410,America
1985,Uruguay,2.53,71.583,3010766,28.6,8478,America
1986,Uruguay,2.523,71.804,3029948,27.5,9169,America
1987,Uruguay,2.523,72.009,3048955,26.3,9833,America
1988,Uruguay,2.524,72.202,3068166,25.1,9770,America
1989,Uruguay,2.523,72.387,3088110,24,9827,America
1990,Uruguay,2.518,72.57,3109122,23.1,9841,America
1991,Uruguay,2.506,72.758,3131140,22.3,10118,America
1992,Uruguay,2.487,72.954,3153857,21.8,10841,America
1993,Uruguay,2.463,73.162,3177035,21.5,11048,America
1994,Uruguay,2.432,73.383,3200342,21.1,11766,America
1995,Uruguay,2.398,73.614,3223401,20.6,11513,America
1996,Uruguay,2.362,73.852,3246484,20,12068,America
1997,Uruguay,2.327,74.09,3269301,19.2,13007,America
1998,Uruguay,2.295,74.325,3290261,18.3,13508,America
1999,Uruguay,2.267,74.553,3307290,17.5,13177,America
2000,Uruguay,2.243,74.777,3319066,16.8,12876,America
2001,Uruguay,2.223,74.997,3324810,16.2,12359,America
2002,Uruguay,2.205,75.216,3325379,15.8,11401,America
2003,Uruguay,2.188,75.436,3323124,15.3,11500,America
2004,Uruguay,2.171,75.656,3321367,14.8,12081,America
2005,Uruguay,2.155,75.871,3322529,14.3,12978,America
2006,Uruguay,2.138,76.079,3327451,13.8,13489,America
2007,Uruguay,2.122,76.275,3335528,13.3,14336,America
2008,Uruguay,2.107,76.458,3345967,13,15317,America
2009,Uruguay,2.093,76.628,3357391,12.7,15912,America
2010,Uruguay,2.08,76.787,3368786,12.3,17095,America
2011,Uruguay,2.068,76.938,3380008,12,17916,America
2012,Uruguay,2.056,77.084,3391428,11.6,18447,America
2013,Uruguay,2.046,77.23,3403117,11.1,19321,America
1964,Uzbekistan,6.777,60.682,9888629,163.99,2636,Europe & Central Asia
1965,Uzbekistan,6.748,61.104,10233502,161.19,2753,Europe & Central Asia
1966,Uzbekistan,6.707,61.515,10574321,158.44,2856,Europe & Central Asia
1967,Uzbekistan,6.66,61.91,10912708,155.74,2952,Europe & Central Asia
1968,Uzbekistan,6.608,62.286,11253870,153.09,3096,Europe & Central Asia
1969,Uzbekistan,6.552,62.639,11605561,150.48,3111,Europe & Central Asia
1970,Uzbekistan,6.492,62.964,11972994,147.91,3321,Europe & Central Asia
1971,Uzbekistan,6.422,63.256,12358535,145.39,3378,Europe & Central Asia
1972,Uzbekistan,6.338,63.519,12759275,142.91,3365,Europe & Central Asia
1973,Uzbekistan,6.237,63.757,13168838,140.47,3615,Europe & Central Asia
1974,Uzbekistan,6.119,63.977,13578159,138.08,3619,Europe & Central Asia
1975,Uzbekistan,5.983,64.191,13980997,135.72,3531,Europe & Central Asia
1976,Uzbekistan,5.829,64.41,14374729,133.41,3598,Europe & Central Asia
1977,Uzbekistan,5.66,64.645,14762133,131.13,3584,Europe & Central Asia
1978,Uzbekistan,5.482,64.9,15148932,128.9,3577,Europe & Central Asia
1979,Uzbekistan,5.302,65.175,15543520,126.7,3468,Europe & Central Asia
1980,Uzbekistan,5.127,65.472,15951899,118.2,3382,Europe & Central Asia
1981,Uzbekistan,4.968,65.792,16375762,110.2,3325,Europe & Central Asia
1982,Uzbekistan,4.829,66.12,16812955,102.9,3318,Europe & Central Asia
1983,Uzbekistan,4.711,66.441,17260951,96.4,3335,Europe & Central Asia
1984,Uzbekistan,4.616,66.736,17715706,90.5,3286,Europe & Central Asia
1985,Uzbekistan,4.539,66.975,18174143,85.3,3227,Europe & Central Asia
1986,Uzbekistan,4.474,67.127,18634041,80.8,3271,Europe & Central Asia
1987,Uzbekistan,4.413,67.179,19095670,77.3,3226,Europe & Central Asia
1988,Uzbekistan,4.346,67.134,19561181,74.5,3210,Europe & Central Asia
1989,Uzbekistan,4.269,67.006,20033912,72.5,3184,Europe & Central Asia
1990,Uzbekistan,4.176,66.826,20515248,71.5,3032,Europe & Central Asia
1991,Uzbekistan,4.062,66.635,21005364,71.1,2953,Europe & Central Asia
1992,Uzbekistan,3.93,66.476,21500062,71,2561,Europe & Central Asia
1993,Uzbekistan,3.784,66.379,21990917,70.6,2446,Europe & Central Asia
1994,Uzbekistan,3.627,66.356,22466866,70.2,2274,Europe & Central Asia
1995,Uzbekistan,3.463,66.408,22919357,69.5,2213,Europe & Central Asia
1996,Uzbekistan,3.298,66.517,23347452,68.7,2208,Europe & Central Asia
1997,Uzbekistan,3.137,66.65,23751722,67.7,2280,Europe & Central Asia
1998,Uzbekistan,2.988,66.781,24127427,66.5,2340,Europe & Central Asia
1999,Uzbekistan,2.855,66.899,24469439,65,2414,Europe & Central Asia
2000,Uzbekistan,2.742,66.999,24775610,63.2,2471,Europe & Central Asia
2001,Uzbekistan,2.654,67.08,25042537,61.4,2543,Europe & Central Asia
2002,Uzbekistan,2.588,67.151,25275028,59.6,2612,Europe & Central Asia
2003,Uzbekistan,2.542,67.222,25489492,57.8,2691,Europe & Central Asia
2004,Uzbekistan,2.512,67.294,25708188,56,2865,Europe & Central Asia
2005,Uzbekistan,2.493,67.371,25947414,54.2,3030,Europe & Central Asia
2006,Uzbekistan,2.482,67.455,26213729,52.5,3211,Europe & Central Asia
2007,Uzbekistan,2.471,67.547,26503833,50.8,3467,Europe & Central Asia
2008,Uzbekistan,2.457,67.647,26811974,49.2,3733,Europe & Central Asia
2009,Uzbekistan,2.437,67.756,27128063,47.6,3968,Europe & Central Asia
2010,Uzbekistan,2.41,67.871,27444702,46.1,4185,Europe & Central Asia
2011,Uzbekistan,2.377,67.993,27760267,44.6,4412,Europe & Central Asia
2012,Uzbekistan,2.343,68.117,28077486,43.2,4705,Europe & Central Asia
2013,Uzbekistan,2.309,68.241,28398155,41.8,5002,Europe & Central Asia
1964,Vanuatu,6.836,48.853,72131,137.7,1553,East Asia & Pacific
1965,Vanuatu,6.73,49.452,74287,132.9,1573,East Asia & Pacific
1966,Vanuatu,6.626,50.047,76410,128.1,1593,East Asia & Pacific
1967,Vanuatu,6.526,50.635,78520,123,1614,East Asia & Pacific
1968,Vanuatu,6.433,51.217,80672,118.1,1635,East Asia & Pacific
1969,Vanuatu,6.348,51.795,82945,113.2,1656,East Asia & Pacific
1970,Vanuatu,6.272,52.369,85393,108.6,1678,East Asia & Pacific
1971,Vanuatu,6.202,52.943,88029,104.2,1699,East Asia & Pacific
1972,Vanuatu,6.134,53.52,90831,99.9,1721,East Asia & Pacific
1973,Vanuatu,6.067,54.101,93768,95.9,1744,East Asia & Pacific
1974,Vanuatu,5.999,54.688,96799,92.1,2274,East Asia & Pacific
1975,Vanuatu,5.929,55.283,99886,88.5,2103,East Asia & Pacific
1976,Vanuatu,5.858,55.89,103031,84.8,2080,East Asia & Pacific
1977,Vanuatu,5.787,56.506,106231,81.1,1999,East Asia & Pacific
1978,Vanuatu,5.716,57.125,109436,77.1,2283,East Asia & Pacific
1979,Vanuatu,5.645,57.743,112587,73,2306,East Asia & Pacific
1980,Vanuatu,5.575,58.348,115641,68.7,1989,East Asia & Pacific
1981,Vanuatu,5.503,58.929,118584,64.3,2021,East Asia & Pacific
1982,Vanuatu,5.43,59.477,121438,59.9,2186,East Asia & Pacific
1983,Vanuatu,5.356,59.989,124252,55.6,2593,East Asia & Pacific
1984,Vanuatu,5.282,60.467,127097,51.5,2710,East Asia & Pacific
1985,Vanuatu,5.209,60.916,130030,47.8,2679,East Asia & Pacific
1986,Vanuatu,5.141,61.346,133041,44.6,2566,East Asia & Pacific
1987,Vanuatu,5.078,61.768,136129,41.7,2519,East Asia & Pacific
1988,Vanuatu,5.022,62.194,139368,39.3,2475,East Asia & Pacific
1989,Vanuatu,4.971,62.628,142852,37.3,2498,East Asia & Pacific
1990,Vanuatu,4.927,63.072,146636,35.6,2550,East Asia & Pacific
1991,Vanuatu,4.887,63.527,150791,34.1,2557,East Asia & Pacific
1992,Vanuatu,4.85,63.986,155270,32.9,2548,East Asia & Pacific
1993,Vanuatu,4.814,64.444,159857,31.9,2494,East Asia & Pacific
1994,Vanuatu,4.775,64.897,164254,31,2647,East Asia & Pacific
1995,Vanuatu,4.73,65.345,168263,30.4,2610,East Asia & Pacific
1996,Vanuatu,4.677,65.784,171783,29.9,2615,East Asia & Pacific
1997,Vanuatu,4.614,66.214,174921,34.1,2693,East Asia & Pacific
1998,Vanuatu,4.542,66.634,177946,29.1,2761,East Asia & Pacific
1999,Vanuatu,4.459,67.043,181239,28.8,2720,East Asia & Pacific
2000,Vanuatu,4.368,67.438,185074,28.5,2823,East Asia & Pacific
2001,Vanuatu,4.268,67.819,189544,28.2,2664,East Asia & Pacific
2002,Vanuatu,4.162,68.185,194555,27.9,2467,East Asia & Pacific
2003,Vanuatu,4.056,68.539,199968,27.9,2508,East Asia & Pacific
2004,Vanuatu,3.95,68.88,205561,27.9,2542,East Asia & Pacific
2005,Vanuatu,3.851,69.211,211170,27.9,2610,East Asia & Pacific
2006,Vanuatu,3.76,69.533,216760,28,2761,East Asia & Pacific
2007,Vanuatu,3.679,69.848,222377,28.2,2833,East Asia & Pacific
2008,Vanuatu,3.608,70.157,228041,28.2,2944,East Asia & Pacific
2009,Vanuatu,3.549,70.461,233790,28.4,2970,East Asia & Pacific
2010,Vanuatu,3.499,70.761,239651,28.5,2948,East Asia & Pacific
2011,Vanuatu,3.456,71.055,245619,28.6,2916,East Asia & Pacific
2012,Vanuatu,3.419,71.344,251674,28.6,2902,East Asia & Pacific
2013,Vanuatu,3.382,71.626,257812,28.4,2895,East Asia & Pacific
1964,Venezuela,6.495,61.825,8759890,72,13789,America
1965,Venezuela,6.368,62.384,9067485,70.4,14056,America
1966,Venezuela,6.203,62.93,9375646,68.9,13807,America
1967,Venezuela,6.014,63.463,9686071,67.5,14225,America
1968,Venezuela,5.811,63.979,10003238,66,14764,America
1969,Venezuela,5.605,64.476,10333268,64.3,14753,America
1970,Venezuela,5.404,64.949,10680678,62.6,15390,America
1971,Venezuela,5.219,65.396,11045959,60.6,15549,America
1972,Venezuela,5.053,65.816,11428022,58.8,15667,America
1973,Venezuela,4.905,66.209,11827681,56.8,16369,America
1974,Venezuela,4.779,66.574,12245478,55,17042,America
1975,Venezuela,4.67,66.908,12681017,53.2,17710,America
1976,Venezuela,4.574,67.208,13135849,51.4,18947,America
1977,Venezuela,4.483,67.476,13607958,49.6,19632,America
1978,Venezuela,4.391,67.718,14088961,47.7,19488,America
1979,Venezuela,4.296,67.943,14567680,45.8,19140,America
1980,Venezuela,4.199,68.166,15036273,43.9,18125,America
1981,Venezuela,4.104,68.405,15490555,42.1,17539,America
1982,Venezuela,4.014,68.669,15932973,40.3,16681,America
1983,Venezuela,3.933,68.963,16370463,38.8,15025,America
1984,Venezuela,3.861,69.285,16813481,37.4,14218,America
1985,Venezuela,3.794,69.624,17269324,36.1,13874,America
1986,Venezuela,3.73,69.968,17740108,34.8,14092,America
1987,Venezuela,3.665,70.297,18222505,33.5,14802,America
1988,Venezuela,3.597,70.596,18711830,32.1,15505,America
1989,Venezuela,3.524,70.86,19201096,30.8,14125,America
1990,Venezuela,3.448,71.085,19685177,29.6,14539,America
1991,Venezuela,3.37,71.275,20162745,28.6,15577,America
1992,Venezuela,3.292,71.438,20635233,27.8,16143,America
1993,Venezuela,3.218,71.586,21103592,27.3,15829,America
1994,Venezuela,3.147,71.723,21569680,26.8,15124,America
1995,Venezuela,3.082,71.851,22034909,26.3,15390,America
1996,Venezuela,3.022,71.972,22499248,25.5,15044,America
1997,Venezuela,2.967,72.088,22962221,24.5,15680,America
1998,Venezuela,2.915,72.199,23424338,23.5,15416,America
1999,Venezuela,2.867,72.312,23886213,27.7,14216,America
2000,Venezuela,2.822,72.432,24348304,21.7,14461,America
2001,Venezuela,2.779,72.565,24810691,21,14673,America
2002,Venezuela,2.739,72.713,25273336,20.4,13129,America
2003,Venezuela,2.701,72.877,25736393,19.8,11894,America
2004,Venezuela,2.664,73.054,26199994,19.2,13820,America
2005,Venezuela,2.629,73.242,26664122,18.5,14981,America
2006,Venezuela,2.595,73.436,27128721,17.9,16178,America
2007,Venezuela,2.562,73.628,27593427,17.4,17298,America
2008,Venezuela,2.531,73.814,28057485,17.1,17911,America
2009,Venezuela,2.501,73.991,28519913,16.8,17056,America
2010,Venezuela,2.472,74.159,28979857,16.6,16536,America
2011,Venezuela,2.444,74.32,29436891,16.4,16960,America
2012,Venezuela,2.417,74.477,29890694,16.1,17642,America
2013,Venezuela,2.39,74.633,30340637,15.7,17614,America
1964,Vietnam,6.464,61.604,38898597,95,1285,East Asia & Pacific
1965,Vietnam,6.475,61.987,39884879,93.3,1257,East Asia & Pacific
1966,Vietnam,6.485,62.062,40880598,91.8,1232,East Asia & Pacific
1967,Vietnam,6.493,61.793,41883842,90.3,1047,East Asia & Pacific
1968,Vietnam,6.494,61.214,42893258,88.8,1002,East Asia & Pacific
1969,Vietnam,6.487,60.413,43908540,87.3,1059,East Asia & Pacific
1970,Vietnam,6.465,59.594,44927973,85.7,1053,East Asia & Pacific
1971,Vietnam,6.421,59.012,45957991,84.2,1082,East Asia & Pacific
1972,Vietnam,6.35,58.858,46994771,82.6,1152,East Asia & Pacific
1973,Vietnam,6.251,59.236,48015047,81,1202,East Asia & Pacific
1974,Vietnam,6.125,60.145,48987973,79.3,1128,East Asia & Pacific
1975,Vietnam,5.973,61.479,49895731,77.6,1023,East Asia & Pacific
1976,Vietnam,5.8,63.041,50724015,75.9,1168,East Asia & Pacific
1977,Vietnam,5.614,64.578,51490844,74.1,1182,East Asia & Pacific
1978,Vietnam,5.423,65.89,52250324,72.3,1165,East Asia & Pacific
1979,Vietnam,5.232,66.894,53076862,70.5,1151,East Asia & Pacific
1980,Vietnam,5.046,67.57,54023152,68.7,1097,East Asia & Pacific
1981,Vietnam,4.865,67.968,55109176,66.9,1112,East Asia & Pacific
1982,Vietnam,4.691,68.225,56317461,65.3,1178,East Asia & Pacific
1983,Vietnam,4.521,68.456,57616926,63.6,1216,East Asia & Pacific
1984,Vietnam,4.359,68.701,58959045,62,1297,East Asia & Pacific
1985,Vietnam,4.205,68.983,60307305,60.3,1345,East Asia & Pacific
1986,Vietnam,4.063,69.307,61647642,58.5,1354,East Asia & Pacific
1987,Vietnam,3.931,69.646,62986915,56.7,1374,East Asia & Pacific
1988,Vietnam,3.806,69.983,64333357,54.8,1427,East Asia & Pacific
1989,Vietnam,3.684,70.316,65702500,52.8,1457,East Asia & Pacific
1990,Vietnam,3.558,70.649,67101583,50.8,1501,East Asia & Pacific
1991,Vietnam,3.416,70.981,68535628,48.8,1562,East Asia & Pacific
1992,Vietnam,3.255,71.311,69987617,46.8,1667,East Asia & Pacific
1993,Vietnam,3.074,71.639,71416812,44.8,1770,East Asia & Pacific
1994,Vietnam,2.878,71.964,72769366,43,1895,East Asia & Pacific
1995,Vietnam,2.676,72.284,74008073,41.2,2042,East Asia & Pacific
1996,Vietnam,2.482,72.6,75117209,39.5,2197,East Asia & Pacific
1997,Vietnam,2.309,72.911,76111109,38,2339,East Asia & Pacific
1998,Vietnam,2.166,73.213,77020331,36.5,2437,East Asia & Pacific
1999,Vietnam,2.057,73.504,77890899,35.1,2515,East Asia & Pacific
2000,Vietnam,1.983,73.777,78758010,33.8,2650,East Asia & Pacific
